Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Cooper,1,9,Jo Bonnier,6,Bruce McLaren,4
Lotus,2,6,Trevor Taylor,8,Jim Clark,1
Brabham,3,4,Jack Brabham,13,Dan Gurney,2
BRM,4,3,,,Graham Hill,3
Ferrari,5,2,,,Lorenzo Bandini,5
Porsche,6,1,,,Carel Godin de Beaufort,10
LDS,7,0,,,Doug Serrurier,11
