Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Mercedes,1,9,Lewis Hamilton,2,George Russell,1
Ferrari,2,6,Charles Leclerc,4,Carlos Sainz Jr.,3
Red Bull,3,4,Sergio Pérez,7,Max Verstappen,6
Alpine,4,3,Esteban Ocon,8,Fernando Alonso,5
Aston Martin,5,2,Sebastian Vettel,11,Lance Stroll,10
Alfa Romeo,6,1,Guanyu Zhou,12,Valtteri Bottas,9
Williams,7,0,Nicholas Latifi,16,Alexander Albon,15
AlphaTauri,8,0,Yuki Tsunoda,17,Pierre Gasly,14
Haas,9,0,,,Mick Schumacher,13
