Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Riccardo Patrese,2,Nigel Mansell,1
Benetton,2,6,Michael Schumacher,4,Martin Brundle,3
Ligier,3,4,Thierry Boutsen,10,Érik Comas,8
Footwork,4,3,Aguri Suzuki,12,Michele Alboreto,7
Dallara,5,2,Pierluigi Martini,15,JJ Lehto,13
McLaren,6,1,,,Gerhard Berger,5
Lotus,7,0,,,Mika Häkkinen,6
Ferrari,8,0,,,Ivan Capelli,9
Tyrrell,9,0,,,Olivier Grouillard,11
Fondmetal,10,0,,,Gabriele Tarquini,14
Brabham,11,0,,,Damon Hill,16
Minardi,12,0,,,Gianni Morbidelli,17
