Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Riccardo Patrese,2,Nigel Mansell,1
Footwork,2,6,Aguri Suzuki,10,Michele Alboreto,5
Dallara,3,4,JJ Lehto,11,Pierluigi Martini,6
March,4,3,Paul Belmondo,13,Karl Wendlinger,12
Tyrrell,5,2,Andrea de Cesaris,14,Olivier Grouillard,8
McLaren,6,1,,,Ayrton Senna,3
Benetton,7,0,,,Martin Brundle,4
Jordan,8,0,,,Maurício Gugelmin,7
Ligier,9,0,,,Érik Comas,9
