Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Tyrrell,1,9,François Cevert,2,Jackie Stewart,1
BRM,2,6,Clay Regazzoni,8,Jean-Pierre Beltoise,5
Iso-Marlboro,3,4,Howden Ganley,9,Gijs van Lennep,6
March,4,3,,,James Hunt,3
McLaren,5,2,,,Peter Revson,4
Surtees,6,1,,,Carlos Pace,7
Shadow,7,0,,,George Follmer,10
Lotus,8,0,,,Ronnie Peterson,11
