Équipe,Rang,Points,Deuxième Pilote,Position du Deuxième Pilote,Premier Pilote,Position du Premier Pilote
Williams,1,9,Nigel Mansell,5,Nelson Piquet,2
McLaren,2,6,Stefan Johansson,7,Alain Prost,3
Lotus,3,4,,,Ayrton Senna,1
Ferrari,4,3,,,Gerhard Berger,4
Arrows,5,2,,,Eddie Cheever,6
Zakspeed,6,1,,,Christian Danner,8
Brabham,7,0,,,Riccardo Patrese,9
Ligier,8,0,,,René Arnoux,10
Tyrrell,9,0,,,Jonathan Palmer,11
AGS,10,0,,,Pascal Fabre,12
